preprocessed_tweets,tweet_content,tweet_label,confidence
sosialisasi program makan bergizi gratis mbg surabaya fokus penanggulangan stunting malnutrisi,Sosialisasi Program Makan Bergizi Gratis (MBG) Di Surabaya Fokus Pada Penanggulangan Stunting dan Malnutrisi https://t.co/iJ2OKI6hZq lewat @detiktimescom https://t.co/iJ2OKI6hZq,neutral,0.9978193044662476
video momen prabowo cek makan bergizi gratis bogor,Video: Momen Prabowo Cek Makan Bergizi Gratis di Bogor https://t.co/HHgLuSqTKX,neutral,0.997448205947876
pemkab muba sambut hangat ika muba kabupaten oku bahas silaturahmi program makan bergizi gratis,Pemkab Muba Sambut Hangat IKA Muba Kabupaten OKU Bahas Silaturahmi dan Program Makan Bergizi Gratis https://t.co/OiVdqmB2Ae,neutral,0.9977705478668212
makan bergizi inisiatif mengurangi stunting memberdayakan petani umkm lokal makan siang gratis keren deh,Makan bergizi untuk semua Inisiatif yang tidak hanya mengurangi stunting tetapi juga memberdayakan petani dan UMKM lokal. Makan siang gratis keren deh . #MakanBergiziGratis,positive,0.9983996748924256
ketahanan pangan tanggung pemerintah kapolri jenderal polisi drs listyo sigit prabowo m si mendukung penuh langkah strategis pemerintah mewujudkan swasembada pangan makan bergizi gratis,Ketahanan pangan bukan hanya tanggung jawab pemerintah tapi juga kita semua. Kapolri Jenderal Polisi Drs. Listyo Sigit Prabowo M. Si. mendukung penuh langkah strategis pemerintah dalam mewujudkan swasembada pangan dan memberikan makan bergizi gratis demi masa depan yang lebih https://t.co/nyiAN7EjRD,neutral,0.9968505501747132
makan sehat salut program makanan bergizi gratis keren sekali  idenya semoga anak sehat,Makan sehat sekarang Salut sama program makanan bergizi gratis! Keren banget idenya semoga makin banyak anak yang sehat . #MakanSiangGratis,positive,0.9991570711135864
polri membuka rekrutmen khusus personel memiliki keahlian bidang pertanian gizi kesehatan masyarakat langkah bertujuan memperkuat peran polri mendukung program makan bergizi gratis mewujudkan swasembada pangan berkelanjutan polri,Polri membuka rekrutmen khusus bagi personel yang memiliki keahlian di bidang pertanian gizi dan kesehatan masyarakat. Langkah ini bertujuan untuk memperkuat peran Polri dalam mendukung program makan bergizi gratis serta mewujudkan swasembada pangan secara berkelanjutan. Polri https://t.co/TqVKbiRW1c,neutral,0.9982761144638062
bergizi langkah pemerintah makan siang gratis membantu menciptakan generasi sehat cerdas,Bergizi untuk semua Langkah pemerintah yang luar biasa makan siang gratis membantu menciptakan generasi yang sehat dan cerdas . #MakanSiangGratis,positive,0.9464002847671508
dukung makan sehat program makanan bergizi gratis keren sekali  anak anak sehat keluarga bahagia indonesia maju,Dukung makan sehat Program makanan bergizi gratis ini keren banget! Anak-anak sehat keluarga happy Indonesia maju! . #MakanBergiziGratis,positive,0.9990500807762146
makanan bergizi tersedia langkah konkret makan siang gratis bergizi bantu tingkatkan kualitas generasi penerus bangsa,Makanan bergizi tersedia Langkah konkret untuk masa depan makan siang gratis dan bergizi bantu tingkatkan kualitas generasi penerus bangsa . #MakanSehatGratis,positive,0.9505048990249634
makan sehat gratis program makanan bergizi gratis keren sekali  anak anak sehat keluarga bahagia indonesia maju,Makan sehat gratis Program makanan bergizi gratis ini keren banget! Anak-anak sehat keluarga happy Indonesia maju! . #MakanSiangGratis,positive,0.9993141889572144
makan bergizi merata salut program makanan bergizi gratis keren sekali  idenya semoga anak sehat,Makan bergizi merata Salut sama program makanan bergizi gratis! Keren banget idenya semoga makin banyak anak yang sehat . #MakanBergiziGratis,positive,0.9988149404525756
makan siang bergizi gratis,ini dia makan siang bergizi gratis yang sebenarnya,positive,0.967329204082489
pelaksanaan makan bergizi gratis kecamatan ngabang kabupaten landak kalbar,Pelaksanaan Makan Bergizi Gratis di Kecamatan Ngabang Kab. Landak Kalbar #Kalbar https://t.co/Bj8D4Wc2Sx,neutral,0.998262345790863
kapolres trenggalek akbp indra ranudikarta s i jajaran forkopimda trenggalek mengikuti pembukaan launching makan bergizi gratis smpn 2 suruh polri berkomitmen maksimal pelayanan masyarakat,@DivHumas_Polri Kapolres Trenggalek AKBP Indra Ranudikarta S.I.K. https://t.co/EX8ALjeYS0. bersama jajaran Forkopimda Trenggalek mengikuti pembukaan launching makan bergizi gratis di SMPN 2 Suruh. Polri terus berkomitmen #SukseskanAstaCita Dengan Maksimal Berikan Pelayanan kepada masyarakat https://t.co/EVHqq0uKCO,neutral,0.99774569272995
presiden prabowo subianto meninjau pelaksanaan makan bergizi gratis mbg mendadak sekolah dasar sd dapur satuan pelayanan pemenuhan gizi sppg kota bogor jawa barat senin,Presiden Prabowo Subianto kembali meninjau pelaksanaan Makan Bergizi Gratis (MBG) secara mendadak di dua sekolah dasar (SD) dan satu dapur Satuan Pelayanan Pemenuhan Gizi (SPPG) di Kota Bogor Jawa Barat Senin. #prabowo #mbg https://t.co/DpG4pPPb1C,neutral,0.9989198446273804
gemoynya bisalah gratis  listrik air gas makan bergizi gratis,@ecosocrights Kalau gemoynya sama maka jangan-jangan bisalah gratisan listrik air dan gas bukankah sudah mulai juga dari makan bergizi gratis? ‍️,positive,0.9945993423461914
prabowo sidak program makan bergizi gratis bogor disambut antusias pelajar,Prabowo Sidak Program Makan Bergizi Gratis di Bogor Disambut Antusias Pelajar https://t.co/nOVNxe3PYI https://t.co/JsPnM2TEm2,neutral,0.95926034450531
makan bergizi gratis alasan masyarakat puas kinerja 100 pemerintah prabowo,Makan bergizi gratis jadi alasan masyarakat puas dengan kinerja 100 hari pemerintah prabowo https://t.co/mu0fycbaRO,positive,0.9983698725700378
program makan bergizi gratis mendukug kesehatan kesejahteraan masyarakat,Program makan bergizi gratis mendukug kesehatan dan kesejahteraan masyarakat #MakanBergiziGratis https://t.co/ieXSwArHGs,positive,0.8844766020774841
program makan bergizi gratis investasi jangka meningkatkan kualitas sumber daya manusia indonesia sdm unggul indonesia cerdas indonesia sehat asta cita,Program Makan Bergizi Gratis sebagai investasi jangka panjang untuk meningkatkan kualitas Sumber Daya Manusia Indonesia. #makanbergizigratis SDM Unggul Indonesia Cerdas Indonesia Sehat Asta Cita https://t.co/LxPGzcmvIl,positive,0.9363718628883362
program makan bergizi gratis investasi jangka meningkatkan kualitas sumber daya manusia indonesia sdm unggul indonesia cerdas indonesia sehat asta cita,Program Makan Bergizi Gratis sebagai investasi jangka panjang untuk meningkatkan kualitas Sumber Daya Manusia Indonesia. #makanbergizigratis SDM Unggul Indonesia Cerdas Indonesia Sehat Asta Cita https://t.co/XO2gQb7b0x,positive,0.9363718628883362
presiden prabowo subianto meninjau pelaksanaan makan bergizi gratis mbg mendadak sekolah dasar sd dapur satuan pelayanan pemenuhan gizi sppg wilayah kota bogor,Presiden Prabowo Subianto kembali meninjau pelaksanaan Makan Bergizi Gratis (MBG) secara mendadak di dua sekolah dasar (SD) dan satu dapur Satuan Pelayanan Pemenuhan Gizi (SPPG) di wilayah Kota Bogor https://t.co/X9QA1gVjnj https://t.co/yF4odbntjt,neutral,0.998840868473053
pengolahan pendistribusian makan bergizi gratis satuan pelayanan pemenuhan gizi sppg wilayah kodim 0801 pacitan,PENGOLAHAN DAN PENDISTRIBUSIAN MAKAN BERGIZI GRATIS SATUAN PELAYANAN PEMENUHAN GIZI (SPPG) DI WILAYAH KODIM 0801/PACITAN #PolsekTulakan #polrespacitan #humaspolrespacitan #makanbergizi https://t.co/QhHpdpW3fu,neutral,0.9987167119979858
keceriaan anak papua bukti nyata kehebatan program makan bergizi gratis,@blakeborneoo Keceriaan anak Papua adalah bukti nyata kehebatan program makan bergizi gratis,positive,0.9987333416938782
tertawa iya program makan bergizi gratis proyek nasional menggiurkan korupsi,@DS_yantie Haha iya begini lah program makan bergizi gratis proyek nasional yang sangat menggiurkan untuk di korup,negative,0.7706774473190308
presiden prabowo tinjau makan bergizi gratis sdn kedung jaya 1 kota bogor bogor,Presiden Prabowo Tinjau Makan Bergizi Gratis Di SDN Kedung Jaya 1 Kota Bogor https://t.co/yN2Evc0KkD lewat @Koran Bogor,neutral,0.9983556866645812
coretax ria sw taylor swift run bts drake senin kendrick lip sync indonesian idol nakei axelo pagii adam alis kocijan apel pagi pers mengawal ketahanan pangan makan bergizi gratis prabowo gibran raffi sby jokowi nagita tasyi bika ambon cimehong mateo diskon sale feb,Coretax ria sw taylor swift run bts drake senin kendrick lip sync indonesian idol nakei axelo pagii adam alis kocijan apel pagi pers mengawal ketahanan pangan makan bergizi gratis prabowo gibran raffi sby jokowi nagita tasyi bika ambon cimehong mateo #zonauang️ diskon sale feb,neutral,0.9981879591941832
kodim 1802 sorong 8 sekolah terima manfaat makan bergizi gratis 2 427 porsi makanan,Kodim 1802/Sorong : 8 Sekolah Terima Manfaat Makan Bergizi Gratis. 2.427 Porsi Makanan. https://t.co/CLrABrfiyL https://t.co/AF6qmSQGKL,neutral,0.9984392523765564
pemerintah berkomitmen meningkatkan gizi generasi muda program makan bergizi gratis,Pemerintah berkomitmen meningkatkan gizi generasi muda melalui Program Makan Bergizi Gratis #MakanBergiziGratis #GenerasiCerdas #IndonesiaEmas2045 #KemandirianBangsa #SelamatHariPersNasional https://t.co/LkmmajZpqT,neutral,0.8773965835571289
kehidupan anak papua ceria berkat makan bergizi gratis,@blakeborneoo Kehidupan anak Papua lebih ceria berkat adanya makan bergizi gratis,positive,0.9428293108940125
tvri rri terancam phk karyawan imbas pemerintah fokus makan bergizi gratis,TVRI dan RRI Terancam PHK Karyawan Imbas Pemerintah Fokus Makan Bergizi Gratis https://t.co/OlDCOoy9PP,neutral,0.9989786148071288
tanggapan menhan sjafrie program makan bergizi gratis prabowo ditolak papua,Tanggapan Menhan Sjafrie Soal Program Makan Bergizi Gratis Prabowo Ditolak di Papua #SuperBowlLIX #Eagles #AdiliJokowi #Indoensia #Prabowo #Papua #MBG https://t.co/fyUydFf4Fe,neutral,0.9989294409751892
pln bumn mendukung penuh program makan bergizi gratis mbg pemerintah pasokan listrik andal 238 titik satuan pelayanan pemenuhan gizi sppg 31 provinsi,PLN sebagai BUMN terus mendukung penuh program Makan Bergizi Gratis (MBG) dari Pemerintah ini dengan memastikan pasokan listrik andal di 238 titik Satuan Pelayanan Pemenuhan Gizi (SPPG) di 31 provinsi. #AstaCitaPemerintah #MakanBergiziGratis #AnakGenerasiEmas #PLNDukungMBG https://t.co/ptt3hfultr,neutral,0.9979923963546752
presiden prabowo subianto mengunjungi sdn kedung jaya 1 bogor kota bogor jawa barat meninjau langsung pelaksanaan program makan bergizi gratis mbg prabowo disambut antusias anak anak sdn kedung jaya 1 bogor,Presiden Prabowo Subianto mengunjungi SDN Kedung Jaya 1 Bogor Kota Bogor Jawa Barat meninjau langsung pelaksanaan program makan bergizi gratis (MBG). Prabowo disambut antusias anak-anak SDN Kedung Jaya 1 Bogor. https://t.co/ANEcPIoMaa.,neutral,0.953473687171936
produsen taoge kepanjen pasok 45 kilogram minggu program makan bergizi gratis,Produsen Taoge di Kepanjen Pasok 45 Kilogram Per Minggu untuk Program Makan Bergizi Gratis https://t.co/arMdhJB1u1,neutral,0.9988875985145568
makan bergizi gratis ujung ujungnya keracunan,Makan bergizi gratis aja ujung-ujungnya keracunan,negative,0.989314079284668
ceria anak papua hasil ternutrisi berkat program makan bergizi gratis,@blakeborneoo Ceria anak Papua hasil dari ternutrisi berkat program makan bergizi gratis,positive,0.8609408140182495
anak papua alasan tersenyum berkat program makan bergizi gratis,@blakeborneoo Anak Papua kini punya alasan lebih buat tersenyum semua berkat program makan bergizi gratis,neutral,0.8142919540405273
pemerintah berkomitmen mencetak sdm unggul bangsa indonesia program makan bergizi gratis makanan bergizi bertujuan membangun generasi muda,Pemerintah berkomitmen untuk terus mencetak SDM unggul Bangsa Indonesia melalui Program Makan Bergizi Gratis tidak hanya sekadar memberikan makanan bergizi tetapi juga bertujuan untuk membangun generasi muda #MakanBergiziGratis #PenggerakEkonomi #IndonesiaEmas2045 https://t.co/d1YZ7qOPDx,positive,0.5509787201881409
pemerintah berkomitmen mencetak sdm unggul bangsa indonesia program makan bergizi gratis makanan bergizi bertujuan membangun generasi muda,Pemerintah berkomitmen untuk terus mencetak SDM unggul Bangsa Indonesia melalui Program Makan Bergizi Gratis tidak hanya sekadar memberikan makanan bergizi tetapi juga bertujuan untuk membangun generasi muda #MakanBergiziGratis #PenggerakEkonomi #IndonesiaEmas2045 https://t.co/Mh5QgGSuNh,positive,0.5509787201881409
senyum anak papua bukti manis program makan bergizi gratis,@blakeborneoo Setiap senyum anak Papua adalah bukti manis dari program makan bergizi gratis,positive,0.9882716536521912
pemerintah merealisasikan program makan bergizi gratis mbg program diluncurkan mendukung salah delapan misi asta cita memperkuat pembangunan sumber daya manusia sdm,Pemerintah mulai merealisasikan program Makan Bergizi Gratis (MBG). Program ini diluncurkan untuk mendukung salah satu dari delapan misi Asta Cita yaitu memperkuat pembangunan sumber daya manusia (SDM). #AstaCitaPemerintah #MakanBergiziGratis #AnakGenerasiEmas #PLNDukungMBG https://t.co/6ijiicCT6v,neutral,0.6629810929298401
program makan bergizi gratis manfaat memenuhi gizi nasional,Program makan bergizi gratis memberikan manfaat untuk memenuhi gizi nasional. https://t.co/8V499oIZlw,positive,0.9568379521369934
makan bergizi gratis serentak senin 6 januari 2025 indonesia,Makan Bergizi Gratis dimulai serentak hari Senin 6 Januari 2025 di Seluruh Indonesia. https://t.co/MpkrHcSioO,neutral,0.9977335929870604
usul bagus mbg seminggu 1x makan bergizi gratis diusulkan sehari pekan hemat anggaran bangun ,Ini usul yg Bagus MBG itu jangan setiap Hari seminggu 1x saja. Makan Bergizi Gratis Diusulkan Sehari Tiap Pekan Demi Hemat Anggaran BGN Jawab Begini https://t.co/LIwP7H1UM7,positive,0.988503634929657
listing coin mbg ikn mensupport program makan bergizi gratis pembangunan ikn sudahi efisiensi anggaran kasihan  pejabat ganti mobil belikan tas istri kasihan  rakyat buka foto copyan,@coinvestasi Saatnya @prabowo @gibran_tweet @KemenkeuRI @ojkindonesia listing coin $MBG dan $IKN untuk mensupport program makan bergizi gratis dan pembangunan ikn. sudahi efisiensi anggaran kasian pejabat gak bisa ganti mobil dan beliin tas buat istri. kasian rakyat yang buka foto copyan ,neutral,0.9890581965446472
program makan bergizi gratis mewujudkan generasi muda papua sehat,Program Makan Bergizi Gratis Mewujudkan Generasi Muda Papua Sehat https://t.co/ZNXqGGhm3W,neutral,0.5800086855888367
universitas terbuka ut sorong dukung program makan bergizi gratis papua barat daya,Universitas Terbuka (UT) Sorong Dukung Program Makan Bergizi Gratis di Papua Barat Daya https://t.co/MRlaj8asEz,neutral,0.9986677169799804
prioritaskan program makan bergizi gratis daerah angka stunting,Prioritaskan Program Makan Bergizi Gratis untuk Daerah dengan Angka Stunting Tinggi https://t.co/qbgAugMApM,neutral,0.5702903866767883
mari dukung program makan bergizi gratis asupan sehat melawan malnutrisi menciptakan cerah gigitan kesejahteraan perkembangan anak anak perubahan,Mari kita dukung program makan bergizi gratis! Dengan asupan yang sehat kita bisa bersama-sama melawan malnutrisi dan menciptakan masa depan yang lebih cerah. Setiap gigitan berarti untuk kesejahteraan dan perkembangan anak-anak kita. Jadilah bagian dari perubahan https://t.co/4wzJ1xjhzK,positive,0.7043197154998779
mari dukung program makan bergizi gratis asupan sehat melawan malnutrisi menciptakan cerah gigitan kesejahteraan perkembangan anak anak perubahan,Mari kita dukung program makan bergizi gratis! Dengan asupan yang sehat kita bisa bersama-sama melawan malnutrisi dan menciptakan masa depan yang lebih cerah. Setiap gigitan berarti untuk kesejahteraan dan perkembangan anak-anak kita. Jadilah bagian dari perubahan https://t.co/IHYLmS82Ev,positive,0.7043197154998779
mari dukung program makan bergizi gratis asupan sehat melawan malnutrisi menciptakan cerah gigitan kesejahteraan perkembangan anak anak perubahan,Mari kita dukung program makan bergizi gratis! Dengan asupan yang sehat kita bisa bersama-sama melawan malnutrisi dan menciptakan masa depan yang lebih cerah. Setiap gigitan berarti untuk kesejahteraan dan perkembangan anak-anak kita. Jadilah bagian dari perubahan https://t.co/95CqGXTwar,positive,0.7043197154998779
mari dukung program makan bergizi gratis asupan sehat melawan malnutrisi menciptakan cerah gigitan kesejahteraan perkembangan anak anak perubahan,Mari kita dukung program makan bergizi gratis! Dengan asupan yang sehat kita bisa bersama-sama melawan malnutrisi dan menciptakan masa depan yang lebih cerah. Setiap gigitan berarti untuk kesejahteraan dan perkembangan anak-anak kita. Jadilah bagian dari perubahan https://t.co/x71UKe3JVd,positive,0.7043197154998779
makan bergizi gratis program mengedepankan peningkatan kualitas sdm indonesia mendukung percepatan perkembangan ekonomi negara,Makan Bergizi Gratis adalah program yang mengedepankan peningkatan kualitas SDM Indonesia sekaligus mendukung percepatan perkembangan ekonomi negara. #MakanBergiziGratis #IndonesiaSehat #economicgrowth #swasembadapangan #ketahananpangan #LoveIslandAllStars https://t.co/EyWByhWiIg,positive,0.9688361883163452
lembaga survei kedaikopi makan bergizi gratis alasan masyarakat puas kinerja 100 pemerintahan prabowo,LEMBAGA SURVEI KEDAIKOPI: MAKAN BERGIZI GRATIS JADI ALASAN MASYARAKAT PUAS DENGAN KINERJA 100 HARI PEMERINTAHAN PRABOWO https://t.co/WQH673W1QS,positive,0.972498893737793
makan bergizi gratis prof,@mohmahfudmd makan bergizi tidak gratis ini Prof;),positive,0.9957633018493652
sayang sih ikn mangkrak dilema pemerintah terpilih mengedepankan penyelesaian ikn komitmen makan siang bergizi gratis mustahil berjalan bersamaan negara bayar hutang mission impossible,@tham878 Sayang sih memang kalau sampai IKN mangkrak tapi yg jadi dilema pemerintah terpilih adalah harus mengedepankan penyelesaian IKN atau komitmen Makan siang bergizi Gratis hal yg mustahil jika keduanya berjalan bersamaan blm lagi negara mesti bayar hutang. Mission impossible.,positive,0.920038640499115
program makan bergizi gratis mendukug kesehatan kesejahteraan masyarakat,Program makan bergizi gratis mendukug kesehatan dan kesejahteraan masyarakat #MakanBergiziGratis https://t.co/8vGqbB8Qvq,positive,0.8844766020774841
makan bergizi gratis alasan masyarakat puas kinerja 100 pemerintahan prabowo,Makan Bergizi Gratis Jadi Alasan Masyarakat Puas Dengan Kinerja 100 Hari Pemerintahan Prabowo #KerjaNyata100Hari #PrabowoGibran https://t.co/8EDkFI8hqj,positive,0.9983952641487122
pangkoopsudnas marsdya tni ir tedi rizalihadi s m m mendampingi kasau marsekal tni m tonny harjono s e m m meninjau operasional makan bergizi gratis mbg landasan udara halim perdanakusuma jakarta timur kamis 6 2 2025, Pangkoopsudnas Marsdya TNI Ir. Tedi Rizalihadi S. M.M. mendampingi Kasau Marsekal TNI M. Tonny Harjono S.E. M.M. meninjau operasional Makan Bergizi Gratis (MBG) di Lanud Halim Perdanakusuma Jakarta Timur Kamis (6/2/2025). @Puspen_TNI @_TNIAU https://t.co/L90o63pgVN,neutral,0.9982837438583374
suka cita anak anak papua makan bergizi gratis distrik homeo intan jaya,Suka Cita Anak anak Papua makan bergizi gratis di Distrik Homeo Intan Jaya. https://t.co/Fz0NxWDLGH,positive,0.9586994647979736
berkat makan bergizi gratis senyum ceria anak papua,@blakeborneoo Berkat makan bergizi gratis senyum ceria anak Papua jadi hal biasa,positive,0.9660223722457886
dukung program makan bergizi gratis cerah,Dukung program Makan Bergizi Gratis untuk masa depan lebih cerah. #PenuhiGiziIndonesia #GiziUntukSemua,positive,0.755775511264801
dukung program makan bergizi gratis generasi sehat cerdas,Dukung program Makan Bergizi Gratis untuk generasi yang lebih sehat dan cerdas. #PenuhiGiziIndonesia #LawanGiziBuruk,positive,0.990140736103058
stunting gizi buruk dukung program makan bergizi gratis generasi sehat cerdas,Stunting dan gizi buruk harus diakhiri! Dukung program Makan Bergizi Gratis untuk generasi yang lebih sehat dan cerdas. #PenuhiGiziIndonesia #LawanGiziBuruk,positive,0.6504098176956177
anak berhak makanan bergizi sukseskan program makan bergizi gratis,Setiap anak berhak mendapatkan makanan bergizi. Bersama kita sukseskan program Makan Bergizi Gratis demi masa depan yang lebih baik. #PenuhiGiziIndonesia,neutral,0.986071765422821
sukseskan program makan bergizi gratis,Bersama kita sukseskan program Makan Bergizi Gratis demi masa depan yang lebih baik. #PenuhiGiziIndonesia #GiziUntukAnak,positive,0.9981080293655396
disaat siswa makan bergizi gratis disaat dibanten warga ditangkapi diintimidasi mohon prabowo sesuai arahannya war warga revolusi perancis penjara bastille revolusi ri banten,@prabowo Disaat siswa lain sedang makan bergizi dan gratis disaat itu dibanten warga ditangkapi diintimidasi kata @LBH_Jakarta mohon pak prabowo sesuai arahannya jgn sampai war antar warga. Ingat revolusi perancis dimulai dari penjara bastille jangan sampai revolusi RI dimulai dari banten https://t.co/pbfnq8aZk1,neutral,0.998490571975708
tekanan batin kerja seenggaknya rumah dimarahin makan gratis bergizi disitu apa² gaji dipotong bangke bertahan enak lingkungannya sifat manusia memang ,Gw lebih tekanan batin di tempat kerja seenggaknya di rumah gue dimarahin tapi masih dapet makan gratis bergizi lah disitu gak dapet apa² gaji juga dipotong banyak bangke selama ini gue bertahan karena enak lingkungannya ternyata sifat manusia sebenarnya emang bakal ke ungkap,negative,0.9696994423866272
mengembangkan aplikasi digital memonitor realtime program presiden prabowo makan bergizi gratis mbg aplikasi memantau program hulu hilir pengelolaan dapur disantap siswa sekolah program mencatat,@muhammadiyah mengembangkan aplikasi digital untuk memonitor secara realtime program Presiden Prabowo Makan Bergizi Gratis (MBG). Aplikasi memantau program ini dari hulu ke hilir mulai dari pengelolaan di dapur hingga ketika disantap oleh siswa di sekolah. Program ini mencatat https://t.co/wHnPr15SJC,neutral,0.998139500617981
dikasih makan bergizi gratis efektif kah generasi emas generasi cemas mah,@xoloveliana Dan mereka dikasih makan bergizi gratis... Efektif kah? Bukannya generasi emas tp generasi cemas ini mah ,negative,0.9889802932739258
panitia makan bergizi gratis lebih baik studi banding undip mayan stuban ilmu ngabisin anggaran,Panitia makan bergizi gratis mending studi banding sama undip Mayan kan stuban dapet ilmu sama ngabisin anggaran,positive,0.6625702381134033
anaknya dikasih makan siang gratis ayahnya tidak punya pekerjaan rumah pekerjaan,@prabowo Anaknya dikasih makan siang gratis Ayahnya nganggur di rumah ngga punya pekerjaan,neutral,0.9953789710998536
anaknya makan siang gratis bapaknya kena phk memang  anak sekolah kebagian makan gratis tidak ,@MurtadhaOne1 Katanya Anaknya makan siang Gratis bapaknya kena PHK. Emang semua anak sekolah kebagian makan gratis juga engga??,neutral,0.7101719379425049
hidup jaman normal program makan siang gratis biar bapaknya kasih  makan anaknya anaknya dikasi makan bapaknya kena efisiensi anggaran aduh ,hidup balik ke jaman normal lg aja tanpa ada ada program makan siang gratis biar bapaknya aja yg ngasi makan anaknya. Ini anaknya dikasi makan bapaknya kena efisiensi anggaran. hadeh,negative,0.6970888376235962
wadao wadao makan siang gratis,@na0y4a wadao wadao ada apa ini? apakah karna makan siang gratis?,positive,0.9900197982788086
makan siang gratis,Ngga ada makan siang yang gratis,positive,0.9963487386703492
diperbaiki sistem pendidikan deh kaya dibentuk disiplin begitu  adain kelas begitu  deh makan siang gratis tidak jelas gini,kenapa tidak diperbaiki sistem pendidikan aja deh? Kaya dibentuk lebih disiplin gtu apa di adain lagi ga naik kelas kek apa kek gtu dah daripada makan siang gratis yg gajelas gini,negative,0.9988117218017578
biaya program makan siang gratis bungkus harga makanan harga bahan makanan harga kotak nasi ongkos masak ongkos tranportasi keuntungan penyedia rp 15 000,@KaredokLeunca__ @prabowo Berapa biaya Program Makan Siang Gratis per bungkus ? Harga Makanan Harga bahan makanan Harga kotak nasi Ongkos masak Ongkos tranportasi Keuntungan penyedia Rp. 15.000 - ?,neutral,0.9986749291419984
memotong anggaran crucial sekotak makan siang gratis gizinya ala kadarnya hmmmm sekelas bmkg ajaa kena potong,Memotong anggaran yang crucial demi sekotak makan siang gratis yg gizinya ala kadarnya hmmmm! Sekelas BMKG ajaa kena potong,negative,0.9959463477134703
raaaghhh makan siang gratis khusus carats aaa,@vidreverie RAAAGHHH MAKAN SIANG GRATIS KHUSUS CARATS AAA ,positive,0.983371376991272
makan siang gratis,@Reva_V1RST Bagi bagi makan siang gratis,positive,0.9963487386703492
nyebut makan siang gratis presiden prabowo bansos mati kartu,@CNNIndonesia Tetap aja pada nyebut makan siang gratis Presiden/prabowo. Bansos mati kartu ,neutral,0.9987691044807434
kayaknya kampanye pengurangan anggaran pos kementerian kampanye makan siang gratis realisasinya makan bergizi gratis mbg pagi sore malam,@Dennysiregar7 Kayaknya waktu kampanye pengurangan anggaran untuk beberapa pos di beberapa kementerian gak ada tapi Kenapa malah ada. Dan kampanye makan siang gratis realisasinya gak ada yang ada Makan Bergizi Gratis bisa jadi MBG makannya bisa pagi atau sore atau malam.,neutral,0.9974926710128784
negara hadir kasih makan siang gratis anak2nya solusi bapaknya kehilangan kerjaan,@MurtadhaOne1 Yang penting negara hadir kasih makan siang gratis buat anak2nya..solusi bapaknya kehilangan kerjaan,neutral,0.9963556528091432
indonesia emas dukung pendidikan gratis berkualitas indonesia emas dukung makan siang gratis,@prabowo Indonesia emas di dukung dengan pendidikan gratis dan berkualitas Indonesia emas di dukung dengan makan siang gratis ,neutral,0.9445045590400696
makan siang gratis makan siang paksa mengorban anggaran nya,@setkabgoid Tidak ada makan siang gratis. Makan siang yg di paksa kan. Mengorban kan anggaran utk banyak hal penting lain nya.,negative,0.9840415716171264
mbg apa² mahal pendidikan mahal transportasi memadai infrastruktur awut²an apalah makan siang gratis pagi malam rakyat cari apa² serba mahal,@prabowo Percuma MBG kalo apa² pada mahal pendidikan mahal transportasi gak memadai infrastruktur awut²an. Apalah artinya makan siang gratis sekali satu hari tapi buat pagi dan malam rakyat mesti cari sendiri yang apa² serba mahal itu.,negative,0.9989070892333984
makan siang gratis giz error423 9,@hrdbacot Ternyata makan siang gratis nggak ada giz×××× -error423.9-,neutral,0.9967445135116576
makan siang gratis efisien menu roti isi daging telur  hemat biaya pembagian sampah praktis,@aparatmati makan siang gratis paling efisien menu roti isi daging atau telor =&gt; hemat biaya/tempat/pembagian/sampai sampah praktis.,positive,0.9993236064910888
dannn sisi beberapa  sekolah elit makan siang gratis padahal  sekolah swasta anak orang kaya jemput pakai alphard sisi anak dari  sekolah negeri  desa makan  siang gratis program sasaran,@WAHYU_UNIFORM @NarasiNewsroom Dannn di sisi lain ada bbrp sekolah elit yg sudah mendapatkan makan siang gratis pdhal ini sekolah swasta. Anak2 orang kaya antar jemput pake alphard. Di sisi lain banyak anak2 dr sekolah negri di desa blm mendapat mkan siang gratis. Program yg tidak tepat sasaran,negative,0.904025375843048
pemotongan anggaran negara nguawur anake makan siang gratis padahal  baoake punua uang bayar spp,Pemotongan anggaran negara nguawur. Anake makan siang gratis pdhl belum tentu baoake punua duit bayar spp bulan depan,negative,0.9901362061500548
perasaan anak kudapan makan siang gratis nya nya kehilangan pekerjaan asn honorer efisiensi kerja nya,@prabowo Bagaimana perasaan seorang anak ketika tau kalo kudapan makan siang gratis nya membuat bapak nya kehilangan pekerjaan sebagai asn honorer karna efisiensi di tempat kerja nya ? https://t.co/e60s8l5blL,negative,0.909554362297058
gini loh wok gib makan siang gratis tuh anak orang kasih makan makanan sapi cokk,@aparatmati Gini loh wok @prabowo gib @gibran_tweet kalo ngasih makan siang gratis tuh... Jangan anak orang kau kasih makan makanan sapi cokk,neutral,0.939696192741394
sekolah kapuk muara jakarta utara makan siang gratis ade nanyain sekolah nya terlanjur lulus,@prabowo Pak beberapa sekolah di kapuk muara jakarta Utara belum ada yang dapat makan siang gratis Ade saya nanyain Kata dia kapan sekolah nya dapet tar dia keburu lulus,neutral,0.9925119876861572
program makan siang gratis gini cocok program csr perusahaan program pemerintah,program makan siang gratis gini lebih cocok buat program CSR perusahaan bukan buat program pemerintah,neutral,0.9929094314575196
makan siang gratis,Ini baru makan siang gratis ,positive,0.9963487386703492
